"","GEOID","COUNTY_ALPHA","STATE_ALPHA","YEAR","category","proportion"
"387","08089","OTERO","COLORADO",2018,"Soil moisture sensor",0.67
"388","08095","PHILLIPS","COLORADO",2018,"Soil moisture sensor",17.33
"389","08099","PROWERS","COLORADO",2018,"Soil moisture sensor",1.53
"390","08101","PUEBLO","COLORADO",2018,"Soil moisture sensor",0
"391","08103","RIO BLANCO","COLORADO",2018,"Soil moisture sensor",0
"392","08105","RIO GRANDE","COLORADO",2018,"Soil moisture sensor",1.29
"393","08107","ROUTT","COLORADO",2018,"Soil moisture sensor",5.71
"394","08109","SAGUACHE","COLORADO",2018,"Soil moisture sensor",0
"395","08115","SEDGWICK","COLORADO",2018,"Soil moisture sensor",2.17
"396","08121","WASHINGTON","COLORADO",2018,"Soil moisture sensor",18.54
"397","08123","WELD","COLORADO",2018,"Soil moisture sensor",0.94
"398","08125","YUMA","COLORADO",2018,"Soil moisture sensor",15.02
"399","32001","CHURCHILL","NEVADA",2018,"Soil moisture sensor",1.88
"400","32003","CLARK","NEVADA",2018,"Soil moisture sensor",6.85
"401","32005","DOUGLAS","NEVADA",2018,"Soil moisture sensor",0
"402","32007","ELKO","NEVADA",2018,"Soil moisture sensor",3.87
"403","32011","EUREKA","NEVADA",2018,"Soil moisture sensor",9.59
"404","32013","HUMBOLDT","NEVADA",2018,"Soil moisture sensor",0
"405","32017","LINCOLN","NEVADA",2018,"Soil moisture sensor",0
"406","32019","LYON","NEVADA",2018,"Soil moisture sensor",4.49
"407","32023","NYE","NEVADA",2018,"Soil moisture sensor",4.61
"408","32027","PERSHING","NEVADA",2018,"Soil moisture sensor",0
"409","32031","WASHOE","NEVADA",2018,"Soil moisture sensor",0
"410","32033","WHITE PINE","NEVADA",2018,"Soil moisture sensor",0
"411","35001","BERNALILLO","NEW MEXICO",2018,"Soil moisture sensor",8.52
"412","35005","CHAVES","NEW MEXICO",2018,"Soil moisture sensor",4.11
"413","35009","CURRY","NEW MEXICO",2018,"Soil moisture sensor",6.41
"414","35013","DONA ANA","NEW MEXICO",2018,"Soil moisture sensor",2.31
"415","35015","EDDY","NEW MEXICO",2018,"Soil moisture sensor",2.2
"416","35025","LEA","NEW MEXICO",2018,"Soil moisture sensor",4.06
"417","35033","MORA","NEW MEXICO",2018,"Soil moisture sensor",0
"418","35035","OTERO","NEW MEXICO",2018,"Soil moisture sensor",0
"419","35037","QUAY","NEW MEXICO",2018,"Soil moisture sensor",0
"420","35039","RIO ARRIBA","NEW MEXICO",2018,"Soil moisture sensor",0
"421","35041","ROOSEVELT","NEW MEXICO",2018,"Soil moisture sensor",13.69
"422","35043","SANDOVAL","NEW MEXICO",2018,"Soil moisture sensor",0
"423","35045","SAN JUAN","NEW MEXICO",2018,"Soil moisture sensor",1.56
"424","35047","SAN MIGUEL","NEW MEXICO",2018,"Soil moisture sensor",0
"425","35049","SANTA FE","NEW MEXICO",2018,"Soil moisture sensor",0
"426","35053","SOCORRO","NEW MEXICO",2018,"Soil moisture sensor",1.27
"427","35055","TAOS","NEW MEXICO",2018,"Soil moisture sensor",0
"428","35061","VALENCIA","NEW MEXICO",2018,"Soil moisture sensor",0
"429","49003","BOX ELDER","UTAH",2018,"Soil moisture sensor",2.53
"430","49005","CACHE","UTAH",2018,"Soil moisture sensor",0.37
"431","49007","CARBON","UTAH",2018,"Soil moisture sensor",0
"432","49011","DAVIS","UTAH",2018,"Soil moisture sensor",0.49
"433","49013","DUCHESNE","UTAH",2018,"Soil moisture sensor",0
"434","49015","EMERY","UTAH",2018,"Soil moisture sensor",0
"435","49017","GARFIELD","UTAH",2018,"Soil moisture sensor",0
"436","49021","IRON","UTAH",2018,"Soil moisture sensor",0.87
"437","49023","JUAB","UTAH",2018,"Soil moisture sensor",0
"438","49027","MILLARD","UTAH",2018,"Soil moisture sensor",0.71
"439","49033","RICH","UTAH",2018,"Soil moisture sensor",0
"440","49035","SALT LAKE","UTAH",2018,"Soil moisture sensor",0.64
"441","49039","SANPETE","UTAH",2018,"Soil moisture sensor",0
"442","49041","SEVIER","UTAH",2018,"Soil moisture sensor",2.68
"443","49043","SUMMIT","UTAH",2018,"Soil moisture sensor",2.72
"444","49045","TOOELE","UTAH",2018,"Soil moisture sensor",0.65
"445","49047","UINTAH","UTAH",2018,"Soil moisture sensor",0
"446","49049","UTAH","UTAH",2018,"Soil moisture sensor",0.25
"447","49051","WASATCH","UTAH",2018,"Soil moisture sensor",0
"448","49053","WASHINGTON","UTAH",2018,"Soil moisture sensor",0
"449","49055","WAYNE","UTAH",2018,"Soil moisture sensor",0
"450","49057","WEBER","UTAH",2018,"Soil moisture sensor",2.03
"451","04001","APACHE","ARIZONA",2018,"Plant moisture sensor",0
"452","04003","COCHISE","ARIZONA",2018,"Plant moisture sensor",0
"453","04009","GRAHAM","ARIZONA",2018,"Plant moisture sensor",0
"454","04011","GREENLEE","ARIZONA",2018,"Plant moisture sensor",0
"455","04012","LA PAZ","ARIZONA",2018,"Plant moisture sensor",5.66
"456","04013","MARICOPA","ARIZONA",2018,"Plant moisture sensor",3.94
"457","04015","MOHAVE","ARIZONA",2018,"Plant moisture sensor",0
"458","04017","NAVAJO","ARIZONA",2018,"Plant moisture sensor",0
"459","04019","PIMA","ARIZONA",2018,"Plant moisture sensor",0
"460","04021","PINAL","ARIZONA",2018,"Plant moisture sensor",0.3
"461","04025","YAVAPAI","ARIZONA",2018,"Plant moisture sensor",0
"462","04027","YUMA","ARIZONA",2018,"Plant moisture sensor",0.29
"463","06001","ALAMEDA","CALIFORNIA",2018,"Plant moisture sensor",0
"464","06005","AMADOR","CALIFORNIA",2018,"Plant moisture sensor",0
"465","06007","BUTTE","CALIFORNIA",2018,"Plant moisture sensor",3.49
"466","06009","CALAVERAS","CALIFORNIA",2018,"Plant moisture sensor",0
"467","06011","COLUSA","CALIFORNIA",2018,"Plant moisture sensor",11.31
"468","06013","CONTRA COSTA","CALIFORNIA",2018,"Plant moisture sensor",0
"469","06017","EL DORADO","CALIFORNIA",2018,"Plant moisture sensor",0.31
"470","06019","FRESNO","CALIFORNIA",2018,"Plant moisture sensor",1.37
"471","06021","GLENN","CALIFORNIA",2018,"Plant moisture sensor",3.91
"472","06023","HUMBOLDT","CALIFORNIA",2018,"Plant moisture sensor",0
"473","06025","IMPERIAL","CALIFORNIA",2018,"Plant moisture sensor",1.06
"474","06027","INYO","CALIFORNIA",2018,"Plant moisture sensor",0
"475","06029","KERN","CALIFORNIA",2018,"Plant moisture sensor",4.25
"476","06031","KINGS","CALIFORNIA",2018,"Plant moisture sensor",1.57
"477","06033","LAKE","CALIFORNIA",2018,"Plant moisture sensor",0
"478","06035","LASSEN","CALIFORNIA",2018,"Plant moisture sensor",2.17
"479","06037","LOS ANGELES","CALIFORNIA",2018,"Plant moisture sensor",3.33
"480","06039","MADERA","CALIFORNIA",2018,"Plant moisture sensor",4.47
"481","06041","MARIN","CALIFORNIA",2018,"Plant moisture sensor",0
"482","06045","MENDOCINO","CALIFORNIA",2018,"Plant moisture sensor",1.81
"483","06047","MERCED","CALIFORNIA",2018,"Plant moisture sensor",2.28
"484","06049","MODOC","CALIFORNIA",2018,"Plant moisture sensor",0
"485","06051","MONO","CALIFORNIA",2018,"Plant moisture sensor",4.32
"486","06053","MONTEREY","CALIFORNIA",2018,"Plant moisture sensor",3.08
"487","06055","NAPA","CALIFORNIA",2018,"Plant moisture sensor",15.28
"488","06057","NEVADA","CALIFORNIA",2018,"Plant moisture sensor",0
"489","06059","ORANGE","CALIFORNIA",2018,"Plant moisture sensor",0
"490","06061","PLACER","CALIFORNIA",2018,"Plant moisture sensor",1.66
"491","06065","RIVERSIDE","CALIFORNIA",2018,"Plant moisture sensor",0.13
"492","06067","SACRAMENTO","CALIFORNIA",2018,"Plant moisture sensor",3.2
"493","06069","SAN BENITO","CALIFORNIA",2018,"Plant moisture sensor",6.78
"494","06071","SAN BERNARDINO","CALIFORNIA",2018,"Plant moisture sensor",3.21
"495","06073","SAN DIEGO","CALIFORNIA",2018,"Plant moisture sensor",1.69
"496","06077","SAN JOAQUIN","CALIFORNIA",2018,"Plant moisture sensor",3.54
"497","06079","SAN LUIS OBISPO","CALIFORNIA",2018,"Plant moisture sensor",4.46
"498","06081","SAN MATEO","CALIFORNIA",2018,"Plant moisture sensor",0
"499","06083","SANTA BARBARA","CALIFORNIA",2018,"Plant moisture sensor",2.99
"500","06085","SANTA CLARA","CALIFORNIA",2018,"Plant moisture sensor",0
"501","06087","SANTA CRUZ","CALIFORNIA",2018,"Plant moisture sensor",0.78
"502","06089","SHASTA","CALIFORNIA",2018,"Plant moisture sensor",0
"503","06093","SISKIYOU","CALIFORNIA",2018,"Plant moisture sensor",2.74
"504","06095","SOLANO","CALIFORNIA",2018,"Plant moisture sensor",6.59
"505","06097","SONOMA","CALIFORNIA",2018,"Plant moisture sensor",5.6
"506","06099","STANISLAUS","CALIFORNIA",2018,"Plant moisture sensor",2.8
"507","06101","SUTTER","CALIFORNIA",2018,"Plant moisture sensor",3.05
"508","06103","TEHAMA","CALIFORNIA",2018,"Plant moisture sensor",8.21
"509","06107","TULARE","CALIFORNIA",2018,"Plant moisture sensor",2.44
"510","06109","TUOLUMNE","CALIFORNIA",2018,"Plant moisture sensor",0
"511","06111","VENTURA","CALIFORNIA",2018,"Plant moisture sensor",3.14
"512","06113","YOLO","CALIFORNIA",2018,"Plant moisture sensor",6.51
"513","06115","YUBA","CALIFORNIA",2018,"Plant moisture sensor",3.79
"514","08001","ADAMS","COLORADO",2018,"Plant moisture sensor",0
"515","08003","ALAMOSA","COLORADO",2018,"Plant moisture sensor",0
"516","08007","ARCHULETA","COLORADO",2018,"Plant moisture sensor",0
"517","08013","BOULDER","COLORADO",2018,"Plant moisture sensor",0
"518","08021","CONEJOS","COLORADO",2018,"Plant moisture sensor",0
"519","08029","DELTA","COLORADO",2018,"Plant moisture sensor",0
"520","08039","ELBERT","COLORADO",2018,"Plant moisture sensor",0
"521","08041","EL PASO","COLORADO",2018,"Plant moisture sensor",0
"522","08043","FREMONT","COLORADO",2018,"Plant moisture sensor",0
"523","08045","GARFIELD","COLORADO",2018,"Plant moisture sensor",0
"524","08049","GRAND","COLORADO",2018,"Plant moisture sensor",0
"525","08051","GUNNISON","COLORADO",2018,"Plant moisture sensor",0
"526","08057","JACKSON","COLORADO",2018,"Plant moisture sensor",0
"527","08059","JEFFERSON","COLORADO",2018,"Plant moisture sensor",0
"528","08063","KIT CARSON","COLORADO",2018,"Plant moisture sensor",0
"529","08067","LA PLATA","COLORADO",2018,"Plant moisture sensor",0
"530","08069","LARIMER","COLORADO",2018,"Plant moisture sensor",1.63
"531","08075","LOGAN","COLORADO",2018,"Plant moisture sensor",0
"532","08077","MESA","COLORADO",2018,"Plant moisture sensor",0
"533","08081","MOFFAT","COLORADO",2018,"Plant moisture sensor",0
"534","08083","MONTEZUMA","COLORADO",2018,"Plant moisture sensor",0.08
"535","08085","MONTROSE","COLORADO",2018,"Plant moisture sensor",0
"536","08087","MORGAN","COLORADO",2018,"Plant moisture sensor",0
"537","08089","OTERO","COLORADO",2018,"Plant moisture sensor",0
"538","08095","PHILLIPS","COLORADO",2018,"Plant moisture sensor",0
"539","08099","PROWERS","COLORADO",2018,"Plant moisture sensor",0
"540","08101","PUEBLO","COLORADO",2018,"Plant moisture sensor",0
"541","08103","RIO BLANCO","COLORADO",2018,"Plant moisture sensor",0
"542","08105","RIO GRANDE","COLORADO",2018,"Plant moisture sensor",0
"543","08107","ROUTT","COLORADO",2018,"Plant moisture sensor",5.71
"544","08109","SAGUACHE","COLORADO",2018,"Plant moisture sensor",0
"545","08115","SEDGWICK","COLORADO",2018,"Plant moisture sensor",0
"546","08121","WASHINGTON","COLORADO",2018,"Plant moisture sensor",0
"547","08123","WELD","COLORADO",2018,"Plant moisture sensor",0.86
"548","08125","YUMA","COLORADO",2018,"Plant moisture sensor",0.42
"549","32001","CHURCHILL","NEVADA",2018,"Plant moisture sensor",0
"550","32003","CLARK","NEVADA",2018,"Plant moisture sensor",0
"551","32005","DOUGLAS","NEVADA",2018,"Plant moisture sensor",0
"552","32007","ELKO","NEVADA",2018,"Plant moisture sensor",0
"553","32011","EUREKA","NEVADA",2018,"Plant moisture sensor",0
"554","32013","HUMBOLDT","NEVADA",2018,"Plant moisture sensor",0
"555","32017","LINCOLN","NEVADA",2018,"Plant moisture sensor",0
"556","32019","LYON","NEVADA",2018,"Plant moisture sensor",0
"557","32023","NYE","NEVADA",2018,"Plant moisture sensor",9.87
"558","32027","PERSHING","NEVADA",2018,"Plant moisture sensor",0
"559","32031","WASHOE","NEVADA",2018,"Plant moisture sensor",0
"560","32033","WHITE PINE","NEVADA",2018,"Plant moisture sensor",0
"561","35001","BERNALILLO","NEW MEXICO",2018,"Plant moisture sensor",0
"562","35005","CHAVES","NEW MEXICO",2018,"Plant moisture sensor",0
"563","35009","CURRY","NEW MEXICO",2018,"Plant moisture sensor",0
"564","35013","DONA ANA","NEW MEXICO",2018,"Plant moisture sensor",0.91
"565","35015","EDDY","NEW MEXICO",2018,"Plant moisture sensor",0
"566","35025","LEA","NEW MEXICO",2018,"Plant moisture sensor",4.06
"567","35033","MORA","NEW MEXICO",2018,"Plant moisture sensor",0
"568","35035","OTERO","NEW MEXICO",2018,"Plant moisture sensor",0
"569","35037","QUAY","NEW MEXICO",2018,"Plant moisture sensor",0
"570","35039","RIO ARRIBA","NEW MEXICO",2018,"Plant moisture sensor",0
"571","35041","ROOSEVELT","NEW MEXICO",2018,"Plant moisture sensor",0
"572","35043","SANDOVAL","NEW MEXICO",2018,"Plant moisture sensor",0
"573","35045","SAN JUAN","NEW MEXICO",2018,"Plant moisture sensor",0
"574","35047","SAN MIGUEL","NEW MEXICO",2018,"Plant moisture sensor",0
"575","35049","SANTA FE","NEW MEXICO",2018,"Plant moisture sensor",0
"576","35053","SOCORRO","NEW MEXICO",2018,"Plant moisture sensor",0
"577","35055","TAOS","NEW MEXICO",2018,"Plant moisture sensor",0
"578","35061","VALENCIA","NEW MEXICO",2018,"Plant moisture sensor",0
"579","49003","BOX ELDER","UTAH",2018,"Plant moisture sensor",0
"580","49005","CACHE","UTAH",2018,"Plant moisture sensor",1.45
"581","49007","CARBON","UTAH",2018,"Plant moisture sensor",0
"582","49011","DAVIS","UTAH",2018,"Plant moisture sensor",0
"583","49013","DUCHESNE","UTAH",2018,"Plant moisture sensor",0
"584","49015","EMERY","UTAH",2018,"Plant moisture sensor",0
"585","49017","GARFIELD","UTAH",2018,"Plant moisture sensor",0
"586","49021","IRON","UTAH",2018,"Plant moisture sensor",0
"587","49023","JUAB","UTAH",2018,"Plant moisture sensor",0
"588","49027","MILLARD","UTAH",2018,"Plant moisture sensor",0.14
"589","49033","RICH","UTAH",2018,"Plant moisture sensor",0
"590","49035","SALT LAKE","UTAH",2018,"Plant moisture sensor",0
"591","49039","SANPETE","UTAH",2018,"Plant moisture sensor",0
"592","49041","SEVIER","UTAH",2018,"Plant moisture sensor",0
"593","49043","SUMMIT","UTAH",2018,"Plant moisture sensor",0
"594","49045","TOOELE","UTAH",2018,"Plant moisture sensor",0
"595","49047","UINTAH","UTAH",2018,"Plant moisture sensor",0.23
"596","49049","UTAH","UTAH",2018,"Plant moisture sensor",0
"597","49051","WASATCH","UTAH",2018,"Plant moisture sensor",0
"598","49053","WASHINGTON","UTAH",2018,"Plant moisture sensor",0
"599","49055","WAYNE","UTAH",2018,"Plant moisture sensor",0
"600","49057","WEBER","UTAH",2018,"Plant moisture sensor",2.03
"601","04001","APACHE","ARIZONA",2018,"Scheduling service",0
"602","04003","COCHISE","ARIZONA",2018,"Scheduling service",2.3
"603","04009","GRAHAM","ARIZONA",2018,"Scheduling service",6.95
"604","04011","GREENLEE","ARIZONA",2018,"Scheduling service",0
"605","04012","LA PAZ","ARIZONA",2018,"Scheduling service",0
"606","04013","MARICOPA","ARIZONA",2018,"Scheduling service",7.58
"607","04015","MOHAVE","ARIZONA",2018,"Scheduling service",0
"608","04017","NAVAJO","ARIZONA",2018,"Scheduling service",31.58
"609","04019","PIMA","ARIZONA",2018,"Scheduling service",0
"610","04021","PINAL","ARIZONA",2018,"Scheduling service",2.13
"611","04025","YAVAPAI","ARIZONA",2018,"Scheduling service",10.38
"612","04027","YUMA","ARIZONA",2018,"Scheduling service",4.69
"613","06001","ALAMEDA","CALIFORNIA",2018,"Scheduling service",13.94
"614","06005","AMADOR","CALIFORNIA",2018,"Scheduling service",0
"615","06007","BUTTE","CALIFORNIA",2018,"Scheduling service",1.85
"616","06009","CALAVERAS","CALIFORNIA",2018,"Scheduling service",0
"617","06011","COLUSA","CALIFORNIA",2018,"Scheduling service",5.25
"618","06013","CONTRA COSTA","CALIFORNIA",2018,"Scheduling service",6.74
"619","06017","EL DORADO","CALIFORNIA",2018,"Scheduling service",7.11
"620","06019","FRESNO","CALIFORNIA",2018,"Scheduling service",6.14
"621","06021","GLENN","CALIFORNIA",2018,"Scheduling service",2.77
"622","06023","HUMBOLDT","CALIFORNIA",2018,"Scheduling service",0
"623","06025","IMPERIAL","CALIFORNIA",2018,"Scheduling service",1.41
"624","06027","INYO","CALIFORNIA",2018,"Scheduling service",23.4
"625","06029","KERN","CALIFORNIA",2018,"Scheduling service",3.03
"626","06031","KINGS","CALIFORNIA",2018,"Scheduling service",8.93
"627","06033","LAKE","CALIFORNIA",2018,"Scheduling service",0
"628","06035","LASSEN","CALIFORNIA",2018,"Scheduling service",7.12
"629","06037","LOS ANGELES","CALIFORNIA",2018,"Scheduling service",3.33
"630","06039","MADERA","CALIFORNIA",2018,"Scheduling service",9.17
"631","06041","MARIN","CALIFORNIA",2018,"Scheduling service",2.04
"632","06045","MENDOCINO","CALIFORNIA",2018,"Scheduling service",1.81
"633","06047","MERCED","CALIFORNIA",2018,"Scheduling service",3.7
"634","06049","MODOC","CALIFORNIA",2018,"Scheduling service",1.26
"635","06051","MONO","CALIFORNIA",2018,"Scheduling service",8.64
"636","06053","MONTEREY","CALIFORNIA",2018,"Scheduling service",4.51
"637","06055","NAPA","CALIFORNIA",2018,"Scheduling service",4.57
"638","06057","NEVADA","CALIFORNIA",2018,"Scheduling service",4.55
"639","06059","ORANGE","CALIFORNIA",2018,"Scheduling service",0
"640","06061","PLACER","CALIFORNIA",2018,"Scheduling service",3.62
"641","06065","RIVERSIDE","CALIFORNIA",2018,"Scheduling service",3.01
"642","06067","SACRAMENTO","CALIFORNIA",2018,"Scheduling service",2.86
"643","06069","SAN BENITO","CALIFORNIA",2018,"Scheduling service",6.78
"644","06071","SAN BERNARDINO","CALIFORNIA",2018,"Scheduling service",12.69
"645","06073","SAN DIEGO","CALIFORNIA",2018,"Scheduling service",4.17
"646","06077","SAN JOAQUIN","CALIFORNIA",2018,"Scheduling service",6.58
"647","06079","SAN LUIS OBISPO","CALIFORNIA",2018,"Scheduling service",1.97
"648","06081","SAN MATEO","CALIFORNIA",2018,"Scheduling service",0
"649","06083","SANTA BARBARA","CALIFORNIA",2018,"Scheduling service",3.72
"650","06085","SANTA CLARA","CALIFORNIA",2018,"Scheduling service",4.36
"651","06087","SANTA CRUZ","CALIFORNIA",2018,"Scheduling service",0
"652","06089","SHASTA","CALIFORNIA",2018,"Scheduling service",3.33
"653","06093","SISKIYOU","CALIFORNIA",2018,"Scheduling service",2.51
"654","06095","SOLANO","CALIFORNIA",2018,"Scheduling service",1.65
"655","06097","SONOMA","CALIFORNIA",2018,"Scheduling service",4.54
"656","06099","STANISLAUS","CALIFORNIA",2018,"Scheduling service",6
"657","06101","SUTTER","CALIFORNIA",2018,"Scheduling service",6.16
"658","06103","TEHAMA","CALIFORNIA",2018,"Scheduling service",2.85
"659","06107","TULARE","CALIFORNIA",2018,"Scheduling service",6.38
"660","06109","TUOLUMNE","CALIFORNIA",2018,"Scheduling service",5.45
"661","06111","VENTURA","CALIFORNIA",2018,"Scheduling service",3.83
"662","06113","YOLO","CALIFORNIA",2018,"Scheduling service",2.41
"663","06115","YUBA","CALIFORNIA",2018,"Scheduling service",6.36
"664","08001","ADAMS","COLORADO",2018,"Scheduling service",8.68
"665","08003","ALAMOSA","COLORADO",2018,"Scheduling service",4.12
"666","08007","ARCHULETA","COLORADO",2018,"Scheduling service",0
"667","08013","BOULDER","COLORADO",2018,"Scheduling service",2.15
"668","08021","CONEJOS","COLORADO",2018,"Scheduling service",13.91
"669","08029","DELTA","COLORADO",2018,"Scheduling service",1.82
"670","08039","ELBERT","COLORADO",2018,"Scheduling service",0
"671","08041","EL PASO","COLORADO",2018,"Scheduling service",0
"672","08043","FREMONT","COLORADO",2018,"Scheduling service",13.02
"673","08045","GARFIELD","COLORADO",2018,"Scheduling service",6.02
"674","08049","GRAND","COLORADO",2018,"Scheduling service",0
"675","08051","GUNNISON","COLORADO",2018,"Scheduling service",0
"676","08057","JACKSON","COLORADO",2018,"Scheduling service",0
"677","08059","JEFFERSON","COLORADO",2018,"Scheduling service",12.21
"678","08063","KIT CARSON","COLORADO",2018,"Scheduling service",6.93
"679","08067","LA PLATA","COLORADO",2018,"Scheduling service",7.26
"680","08069","LARIMER","COLORADO",2018,"Scheduling service",0.2
"681","08075","LOGAN","COLORADO",2018,"Scheduling service",1.01
"682","08077","MESA","COLORADO",2018,"Scheduling service",0.75
"683","08081","MOFFAT","COLORADO",2018,"Scheduling service",14.72
"684","08083","MONTEZUMA","COLORADO",2018,"Scheduling service",1.92
"685","08085","MONTROSE","COLORADO",2018,"Scheduling service",5.93
"686","08087","MORGAN","COLORADO",2018,"Scheduling service",2.78
"687","08089","OTERO","COLORADO",2018,"Scheduling service",4.52
"688","08095","PHILLIPS","COLORADO",2018,"Scheduling service",7.1
"689","08099","PROWERS","COLORADO",2018,"Scheduling service",1.53
"690","08101","PUEBLO","COLORADO",2018,"Scheduling service",0.79
"691","08103","RIO BLANCO","COLORADO",2018,"Scheduling service",4.69
"692","08105","RIO GRANDE","COLORADO",2018,"Scheduling service",0
"693","08107","ROUTT","COLORADO",2018,"Scheduling service",6.19
"694","08109","SAGUACHE","COLORADO",2018,"Scheduling service",0
"695","08115","SEDGWICK","COLORADO",2018,"Scheduling service",2.17
"696","08121","WASHINGTON","COLORADO",2018,"Scheduling service",1.95
"697","08123","WELD","COLORADO",2018,"Scheduling service",4.79
"698","08125","YUMA","COLORADO",2018,"Scheduling service",14.08
"699","32001","CHURCHILL","NEVADA",2018,"Scheduling service",5.38
"700","32003","CLARK","NEVADA",2018,"Scheduling service",23.29
"701","32005","DOUGLAS","NEVADA",2018,"Scheduling service",9.21
"702","32007","ELKO","NEVADA",2018,"Scheduling service",3.61
"703","32011","EUREKA","NEVADA",2018,"Scheduling service",0
"704","32013","HUMBOLDT","NEVADA",2018,"Scheduling service",0
"705","32017","LINCOLN","NEVADA",2018,"Scheduling service",10.79
"706","32019","LYON","NEVADA",2018,"Scheduling service",7.92
"707","32023","NYE","NEVADA",2018,"Scheduling service",1.97
"708","32027","PERSHING","NEVADA",2018,"Scheduling service",7.69
"709","32031","WASHOE","NEVADA",2018,"Scheduling service",0
"710","32033","WHITE PINE","NEVADA",2018,"Scheduling service",0
"711","35001","BERNALILLO","NEW MEXICO",2018,"Scheduling service",9.86
"712","35005","CHAVES","NEW MEXICO",2018,"Scheduling service",14.11
"713","35009","CURRY","NEW MEXICO",2018,"Scheduling service",0
"714","35013","DONA ANA","NEW MEXICO",2018,"Scheduling service",4.02
"715","35015","EDDY","NEW MEXICO",2018,"Scheduling service",4.61
"716","35025","LEA","NEW MEXICO",2018,"Scheduling service",4.06
"717","35033","MORA","NEW MEXICO",2018,"Scheduling service",23.02
"718","35035","OTERO","NEW MEXICO",2018,"Scheduling service",6.18
"719","35037","QUAY","NEW MEXICO",2018,"Scheduling service",0
"720","35039","RIO ARRIBA","NEW MEXICO",2018,"Scheduling service",8.53
"721","35041","ROOSEVELT","NEW MEXICO",2018,"Scheduling service",0
"722","35043","SANDOVAL","NEW MEXICO",2018,"Scheduling service",5.92
"723","35045","SAN JUAN","NEW MEXICO",2018,"Scheduling service",4.96
"724","35047","SAN MIGUEL","NEW MEXICO",2018,"Scheduling service",6.48
"725","35049","SANTA FE","NEW MEXICO",2018,"Scheduling service",0
"726","35053","SOCORRO","NEW MEXICO",2018,"Scheduling service",1.27
"727","35055","TAOS","NEW MEXICO",2018,"Scheduling service",7.31
"728","35061","VALENCIA","NEW MEXICO",2018,"Scheduling service",9.72
"729","49003","BOX ELDER","UTAH",2018,"Scheduling service",13.41
"730","49005","CACHE","UTAH",2018,"Scheduling service",8.79
"731","49007","CARBON","UTAH",2018,"Scheduling service",5.72
"732","49011","DAVIS","UTAH",2018,"Scheduling service",9.39
"733","49013","DUCHESNE","UTAH",2018,"Scheduling service",6.07
"734","49015","EMERY","UTAH",2018,"Scheduling service",0
"735","49017","GARFIELD","UTAH",2018,"Scheduling service",17.03
"736","49021","IRON","UTAH",2018,"Scheduling service",0
"737","49023","JUAB","UTAH",2018,"Scheduling service",0
"738","49027","MILLARD","UTAH",2018,"Scheduling service",0
"739","49033","RICH","UTAH",2018,"Scheduling service",10.38
"740","49035","SALT LAKE","UTAH",2018,"Scheduling service",9.24
"741","49039","SANPETE","UTAH",2018,"Scheduling service",11.56
"742","49041","SEVIER","UTAH",2018,"Scheduling service",3.08
"743","49043","SUMMIT","UTAH",2018,"Scheduling service",5.33
"744","49045","TOOELE","UTAH",2018,"Scheduling service",4.38
"745","49047","UINTAH","UTAH",2018,"Scheduling service",5.14
"746","49049","UTAH","UTAH",2018,"Scheduling service",7.11
"747","49051","WASATCH","UTAH",2018,"Scheduling service",7.69
"748","49053","WASHINGTON","UTAH",2018,"Scheduling service",14.52
"749","49055","WAYNE","UTAH",2018,"Scheduling service",7.61
"750","49057","WEBER","UTAH",2018,"Scheduling service",16.28
"751","04001","APACHE","ARIZONA",2018,"Daily crop-water ET",0
"752","04003","COCHISE","ARIZONA",2018,"Daily crop-water ET",0
"753","04009","GRAHAM","ARIZONA",2018,"Daily crop-water ET",3.37
"754","04011","GREENLEE","ARIZONA",2018,"Daily crop-water ET",0
"755","04012","LA PAZ","ARIZONA",2018,"Daily crop-water ET",6.6
"756","04013","MARICOPA","ARIZONA",2018,"Daily crop-water ET",0.85
"757","04015","MOHAVE","ARIZONA",2018,"Daily crop-water ET",1.43
"758","04017","NAVAJO","ARIZONA",2018,"Daily crop-water ET",0
"759","04019","PIMA","ARIZONA",2018,"Daily crop-water ET",0
"760","04021","PINAL","ARIZONA",2018,"Daily crop-water ET",4.11
"761","04025","YAVAPAI","ARIZONA",2018,"Daily crop-water ET",0
"762","04027","YUMA","ARIZONA",2018,"Daily crop-water ET",3.66
"763","06001","ALAMEDA","CALIFORNIA",2018,"Daily crop-water ET",0
"764","06005","AMADOR","CALIFORNIA",2018,"Daily crop-water ET",13.77
"765","06007","BUTTE","CALIFORNIA",2018,"Daily crop-water ET",8.98
"766","06009","CALAVERAS","CALIFORNIA",2018,"Daily crop-water ET",0
"767","06011","COLUSA","CALIFORNIA",2018,"Daily crop-water ET",4.77
"768","06013","CONTRA COSTA","CALIFORNIA",2018,"Daily crop-water ET",6.74
"769","06017","EL DORADO","CALIFORNIA",2018,"Daily crop-water ET",5.88
"770","06019","FRESNO","CALIFORNIA",2018,"Daily crop-water ET",7.51
"771","06021","GLENN","CALIFORNIA",2018,"Daily crop-water ET",10.64
"772","06023","HUMBOLDT","CALIFORNIA",2018,"Daily crop-water ET",0
"773","06025","IMPERIAL","CALIFORNIA",2018,"Daily crop-water ET",9.68
"774","06027","INYO","CALIFORNIA",2018,"Daily crop-water ET",0
"775","06029","KERN","CALIFORNIA",2018,"Daily crop-water ET",7.96
"776","06031","KINGS","CALIFORNIA",2018,"Daily crop-water ET",6.75
